9,clean_development_mechanism,ghg_emissions,-1
2,climate_change,sea_level_rise,1
3,climate_change,poverty,1
4,climate_change,weather_extremes,1
1,climate_change,species_extinction,1
7,deforestation,ghg_emissions,1
6,fossil_fuels,ghg_emissions,1
8,transportation,ghg_emissions,1
5,ghg_emissions,climate_change,1
10,compliance_enforcement,ghg_emissions,-1
