Id,screenname,userid,user_type,followers,description,active_status,since_id,count,last_access,last_status_desc,max_id,photo
545,CleanAirPolicy,NULL,Political,0,NULL,0,9992510092877824,2400,2014-05-26 13:51:43,success,11036570042,NULL
546,PotomacRiver,NULL,Political,0,NULL,0,413062212232572928,3239,2014-05-26 15:03:02,success,208588006913875970,NULL
547,indiaghgp,NULL,Independent,0,NULL,0,423146366890553344,38,2014-06-02 12:40:10,success,421650524446814208,NULL
548,qz,NULL,News,0,NULL,0,NULL,9729,2014-06-02 11:48:38,success,420268459344138240,NULL
549,Greenversations,NULL,Independent,0,NULL,0,423469797171412993,2600,2014-05-26 14:52:12,success,100635602327834624,NULL
550,ENERGY,NULL,Political,0,NULL,0,NULL,9747,2014-05-26 14:02:23,success,422759222334746624,NULL
552,newscientist,NULL,News,0,NULL,0,423711975970197504,3661,2014-06-02 13:23:37,success,306817161559683072,NULL
553,ESRC,NULL,Political,0,NULL,0,423763031274061824,6686,2014-06-02 13:59:43,success,299861911372197890,NULL
554,lwec_uk,NULL,Independent,0,NULL,0,NULL,2355,2014-06-02 13:36:28,success,NULL,NULL
555,CCCEP,NULL,Political,0,NULL,0,423170276281819136,1146,2014-06-02 13:33:59,success,101690250841161730,NULL
556,RealClimate,NULL,News,0,NULL,0,99240900454129664,768,2014-05-26 14:52:59,success,10000467449,NULL
557,UNFCCCwebcast,NULL,Political,0,NULL,0,81798860732776448,6600,2014-06-02 11:35:02,success,NULL,NULL
563,PRI_news,NULL,News,0,NULL,0,423755306787954688,866,2014-05-26 13:40:52,success,422770314700152832,NULL
564,ClimateCoLab,NULL,Researcher,0,NULL,0,423559131543633920,3246,2014-06-02 11:53:04,success,237595856147210240,NULL
