block,-1
close,-1
cover,-1
delay,-1
destroy,-1
deter,-1
disable,-1
discourage,-1
end,-1
finish,-1
halt,-1
hide,-1
hinder,-1
impede,-1
obstruct,-1
prevent,-1
repress,-1
revert,-1
ruin,-1
stop,-1
